content,score
"Que des pub répétitives, faudra penser a arreter ces pub qui apparaissent a chaque fois  Je désinstalle",0
Verfier votre aplication,0
مزال برشى تحسين,1
Elle nest pas à jour pour les versement et les impayés,1
Ça va beaucoup mieux. Je vous donne trois étoiles cette fois-ci.,1
Très appréciable,2
Llll,1
Liste detailler des produits,2
خسارة فيه النجمة ديه,0
C est bon Le probleme c pr les article importe avd les probleme de paiment,1
ساقيمها بعد وصول الشحنة,2
la livraison etait a 5dt meme si cest chers  mais maintenant cest a 6dt,1
Depuis ma dernière mise à jour lapplication bug,1
Les produits sont appreciable pour le moment. Bon srrvice,1
Nul...tout et nul,0
موقع ممتاز واكثر من رائع عن تجربة اكثر من مرة,2
ليه الابلكيشين بيتمسح لوحده وكل اما انزله تانى يتمسح برده,1
Bravo bonne continuation,2
les frais de livraison sont trop exagérés,0
Jaime beaucoup cette appli ,2
Aziz,2
الموقع رائع ولكنه بالفرنسية أرجو من القائمين على البرنامج أن يجعلوه بالعربية كي يسهل علينا معرفة استعمالات المنتجات كي يسهل علينا الاختيار وشكرا,2
خدمة التوصيل 0/10 والو,0
Wow wow wow wow cool,2
se apllication est très nuuul,0
ممتاز جدا بالتوفيق للجميع إن شاء الله,1
٩٠ح,2
"Cest pas possible de saisir à chaque fois le login, merci dajouter loption mémoriser login de plus la flèche de retour au menu précédent nexiste pas et cest pas nécessaire daller à laccueil pour lancer une autre tâche de la même menu... Merci pour votre compréhension",1
Appli non fonctionnelle. Impossible de se connecter,0
علاش المنتجاة لي كيجيو من خارج البلاد مكيوسلوش لشي بلايس و التمن ديال المنتجاة و الشحن أغلا من المواقع الأخرا,0
Très très bon mais beaucoup beaucoup dannonces. Très aussi gênant.,1
ناس زي الفل,2
Pour les friday je suis dessus car lapplication était ouverte du vendredi 2/11/2018 depuis 10h45 mais mais elle nétait active quaprès 11h cest à dire que ce nest pas normale pour moi jusquà 11h02 et pour ma fille jusquà 11h05 ,1
Null forfait 25g a 30d ,0
"très efficace, merci pour la ponctualité des livraisons.",2
خامات السلع لديكم موجوده بالاسواق وباسعار اقل,1
Vous n avez pas de crédibilité surtout au niveau de livraison,0
Wiiiiii,2
موقع جيد للشراء,1
l application ne marche plus après la mise à jours ,1
دون المستوى,0
coool.,2
wa3ra bezaaaaaaaaaffff allah yihfadkom kamlin,2
"Jarrive pas a faire un virement simple vers mon compte epargne probleme au niveau de la troisieme etape apres insertion mot de passe et confirmation mot de passe  Affichage d un message d erreur et virement non éxécuter Erreur 4305 c est un bug vraiment c est pas logique, j ai besoin de réaliser ce virement urgent .",0
Simple using,2
"هل بيتم فحص المنتج عند الاستلام قبل الدفع ام لا ارجو التوضيح لقله الخبره في 
الشراء من الانترنت وخصوصا في الهواتف ولادوات المنزليه وشكرا",0
Rien a dire pour le moment,1
Le meilleures convertisseurs de devises  pratique et facile,2
Un petit retard de la livraison mais dans l ensemble bonne continuation,1
شركة محترمة فعلل,2
Pas mal. Sauf que avant de valider la commande on devrait être en mesure dajouter ou modifier sa commande,1
les grands arnaqueurs en ligne,0
Ahsan matjar ilktroni flmghrib,2
كان الكذب و ديما حابسة في الخسارة,0
Jai installé lapplication mais jai pas reçu mes 200 mega ,1
لم يحمل لااعرف لماذا,0
Frais dexpedition elever,1
موقع تسوق خيااالي,2
Dune grande utilité pour moi.,2
"Lapplication est cool mais les services après ventes ne le sont pas tous, les retour de marchandises durs trop et on ne peut changer dadresse même quand on a déjà commandé chez le service client",1
C efficace,2
vous marquez que des articles sont a 10dh alors que ce ne sont que des mensonges,0
موقع ممتاز في المنتجات و سرعة توصيل الطلبات,2
Je crois que cest la meilleure site dachat en Côte dIvoire,2
لية مافيش إمكانية حذف الطلب انا طلبت منتج بالغلط ومش عارف الغي ازاي,0
Je suis très satisfaite,2
"Plus chère quun taxi normal, pourquoi payer plus pour rien  Je déconseille.",0
Mmm,1
تطبيق رديئ,0
les produits et le sevice sont bien mais je déplore des manquements au niveau des pointures 45/46 pour chaussures hommes et 39 pour chausses femmes.Il sagit de jumia cameroun. Je regrette aussi loption des ventes flash qui ne fonctionne pratiquement pas. En fait cest du BLEUF,1
اتمنى ان تكون الخدمة أكثر سرعة,1
"merci pour le service,",1
جميل جداااا بس المندوبين معملتهم وحشه خالص,1
الابلاغ عن موعد تسليم الشحنات يجب ان يحدد يوم الاستلام او اسم ورقم هاتف شركه الشحن  ويجب الاعلام بالتطبيق عن هاتف شركتكم وطريقه ارتجاع المنتج,1
"Super, juste que y a souvent trop de mise à jour et cest pénible",1
Bonne application jumia.Jai aimé cette application par rapport à ces prix et sa livraison.Merci pour votre livraison.,1
تطبيق رائع ..اللي اعجبني فيكم التزامك بالمواعيد في خدمة التوصيل,2
رجعوان 25go. 20dt,0
Les produits sont trés chér malheureusement,1
Mercie jumia,1
هو كتير حلو يعني سمعة عن كتير فاحملتوا بس انا في عندي مشكلة الجزائريين يصططعون الشراء منه وكمان نقود جنيه وانا جزائرية معرفتهم بالمصرية يريت وانا بعرفهم غير بدينار يريت تحلولى ها المشكلة وتردو على وشطرا,2
Apply fonctionnelles,2
الورد والياسمين,2
", ",2
So gooooooooood,2
En gros satisfaisante,1
Des menteurs,0
ان هذا التطبيق رائع جدا انصحكم بتنزيلة,2
بهجة الحياة,2
Rapide pour les commandes surtout pour nous qui sommes loin de la capitale..,2
الحقيقة أني كنت اشتريت حجات كتير ووصلت وكنت مبسوطة جدا والمشتريات اورجينال وبجودة عالية لكن حصل إني أشتريت منتج والمندوب أتصل بيا ومعرفش يجي البيت فقرر من تلقاء نفسه إنه يلغي الطلب وانا رجعت طلبته تاني وأتلغي تاني من المندوب فأنا مش فاهمة إيه دا بجد أنا أشتريت حجات كتير وكان المندوبين بيجوا عادي مفيش مشلكة وكلهم في غاية الاحترام لكن أخر واحد مصمم إنه يلغي الطلب بالرغم من اني بتجيلي رسالة تأكيد من الشركة وبتجيلي بعدها رسالة الغاء وانا لم الغي شئ ولم يتم الاتصال بي من المندوب سوي مره واحده فقط,1
حسبي الله ونعم الوكيل في جوميا والي شغلين فيها,0
Ta7founa,2
أحلى طياره,2
"toute mes felicitations a l equipe jumia CI pour le dynamisme avec le quel il m ont envoye mon congelateur vertical . j ai passe la commende jeudi apres midi et j ai ete livre le lendemain vendredi vers 10 h . je me rejouis du serieux avec le quel ils traite les dociers le mois prochain , je passe une seconde commande d un autre congelateur . toute mes felicitations ....Diarrassouba Mamadou",2
La vie devient très facile plus besoin de ce déplacée pour faire les ach,2
"Bjr, génial, mais pourquoi loption payer à la livraison ne marche plus Je veux faire des achats mais comme je lai tjrs fait je paie à la livraison  Donc si ça passe,",1
أنا كنت احب التطبيق ده بعد معملت معاه معاملات كتير ولاكن كان عندى عطل حاولت اتصل بيهم مبيردوش ولا حاولوا انهم يتصلوا بيا,1
Jumia DARRA FAYOUKO,2
Loooool.... Na7iwha lapp ray fdhi7a,0
هل تدعمون ميزة الدفع عند التوصيل,2
عع,2
Die Anwendung ist großartig.,2
ديم تتبلوكا,0
هذه اللعبة رائعةوٱريد أن العبها الأن,1
Très bonne application,1
Application Jumia easy et et livraison easy. Cest zoooo,2
"Application ne marche plus, je peux même pas ajouter des photos ni déposer mon annonce, un msg derreur à chaque fois...",2
"Application pratique pour ceux qui nont pas le temps de se déplacer. Seulement, je souhaite que pour un même lieu de livraison de plusieurs articles , le coût de la livraison soit vraiment réduit sur les articles",1
Très bon site d achats mais d une qualité moyenne,1
بجرب الموقع لسه,1
Nouveau sur lapplication alors 3 étoiles pour linstant,1
اختياري ل جوميا اختيار موفق و شكرااا جوميا,2
موقع محترم جدااا وانا جربت اشترى كذا منتج واستلمتة فاقل من 48ساعه وتغليف بيحمى المنتج من اى تعرض للتلف وشكرا جوميا,2
Chegarem,2
cuuuuul,1
C plûtot simple pour commander,2
فى حاجات كثيرة حلوة اوى بس فى حاجات كتير مش موجودة,1
ردبالكم سلعة 0 وإلا يبعثولك سلعه غالطة اسأل المجرب,0
Arrêter la pub. Je narrive pas à utiliser mon portable. Sinon je serais obligé de desinstaller,1
Black MF blocage de lapplication pour certain personne hhhh mai pour les votre tout fonctionne bien ,0
"عندكم مشكله لا يوجد خدمه عملاء 24 ساعه ولا يوجد شات للاستفسار وقد حاولت 
شراء تكييف وضفت كوبون ولكنه لا يعمل مع انه متاح",1
bonjour inchallah jomoa moubaraka,1
Depuis la dernière mise à jour on parviens plus à finaliser une commande.... lappli charge en continue et fini par affiché oups veuillez réessayer même avec une connexion optimale... Et la tes obligé de passer ta commande depuis le navigateur. veuillez revoir cette version svp,1
عايزة اعرض منتجات شركتي ازاي اتعاقد معاكم,1
Satisfaite ds lens,1
أشكركم جدا جدا شركة جوميا على السرعة تلقى الاوردر وأستلامة وهذة اول أتعامل فيها معكم لقد كانت تجربة ناجحة جدا ورائعة وسوف أكررها كثيرا بالفعل وأتمنى لكم التوفيق ومزيدا من النجاح والتفوق واكرر شكري لجميع العاملين في جوميا,2
Null application nuuuuuullll,0
Super Appli,2
كان تعملو مزية بيعوا كروت Google play و كودات Minecraft,2
"Bonne application mais quand jai vu vos prix jétais trop joyeuse mais au moment de payer des frais de douane de chaque articles je désespère, vaut mieux les combiner et nous dire le prix exact. Ensuite les frais de livraison sont excessif. Normalement si on ajoute plusieurs articles ne doivent pas les taxer sur chaque article si cest une même livraison de même date.",1
